Position,Name,pct_pos,rank,date,event,event_type,event_name
1,,0.058823529411764705,6.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
2,Daniel Calvo,0.11764705882352941,12.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
3,Zaid Zorza,0.17647058823529413,18.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
4,AlexRico2112,0.23529411764705882,24.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
5,Vladimir Ham,0.29411764705882354,29.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
6,TheJaimonster,0.35294117647058826,35.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
7,Víctor Vázquez,0.4117647058823529,41.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
8,CRNCMike,0.47058823529411764,47.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
9,carlitos g,0.5294117647058824,53.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
10,Rogelio Espinoza,0.5882352941176471,59.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
11,psyrax,0.6470588235294118,65.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
12,Darío A,0.7058823529411765,71.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
13,,0.7647058823529411,76.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
14,Alan Daniel,0.8235294117647058,82.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
15,Agustin Morales,0.8823529411764706,88.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
16,Vicente Pimentel,0.9411764705882353,94.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
17,,1.0,100.0,"September 15, 2024",24-09-013486,League,The Nest - Liga Pokémon - Domingo 15 de Septiembre del 2024
